name,total_pop,white_alone,black_alone,hispanic_latino,state,county,tract,pct_white,pct_black,pct_hispanic,GEOID
Census Tract 5305.01; Cook County; Illinois,5118,52,4876,77,17,031,530501,1.0,95.3,1.5,17031530501
Census Tract 5305.02; Cook County; Illinois,1464,0,1425,39,17,031,530502,0.0,97.3,2.7,17031530502
Census Tract 5305.03; Cook County; Illinois,4369,0,4116,112,17,031,530503,0.0,94.2,2.6,17031530503
Census Tract 5306; Cook County; Illinois,2385,0,2295,16,17,031,530600,0.0,96.2,0.7,17031530600
Census Tract 5401.01; Cook County; Illinois,4460,8,4107,231,17,031,540101,0.2,92.1,5.2,17031540101
Census Tract 5401.02; Cook County; Illinois,3357,10,3314,24,17,031,540102,0.3,98.7,0.7,17031540102
Census Tract 5501; Cook County; Illinois,6201,2306,1129,2654,17,031,550100,37.2,18.2,42.8,17031550100
Census Tract 5502; Cook County; Illinois,2824,977,108,1739,17,031,550200,34.6,3.8,61.6,17031550200
Census Tract 5601; Cook County; Illinois,1284,153,227,666,17,031,560100,11.9,17.7,51.9,17031560100
Census Tract 5602; Cook County; Illinois,1372,36,615,583,17,031,560200,2.6,44.8,42.5,17031560200
Census Tract 5603; Cook County; Illinois,3079,698,126,2204,17,031,560300,22.7,4.1,71.6,17031560300
Census Tract 5604; Cook County; Illinois,1744,252,0,1476,17,031,560400,14.4,0.0,84.6,17031560400
Census Tract 5607; Cook County; Illinois,3584,1226,1,2268,17,031,560700,34.2,0.0,63.3,17031560700
Census Tract 5608; Cook County; Illinois,6003,2530,0,3401,17,031,560800,42.1,0.0,56.7,17031560800
Census Tract 5609; Cook County; Illinois,5131,2552,2,2363,17,031,560900,49.7,0.0,46.1,17031560900
Census Tract 5610; Cook County; Illinois,6040,3447,0,2593,17,031,561000,57.1,0.0,42.9,17031561000
Census Tract 5611; Cook County; Illinois,5888,2668,12,3080,17,031,561100,45.3,0.2,52.3,17031561100
Census Tract 5701; Cook County; Illinois,1421,186,0,1130,17,031,570100,13.1,0.0,79.5,17031570100
Census Tract 5702; Cook County; Illinois,2084,273,0,1558,17,031,570200,13.1,0.0,74.8,17031570200
Census Tract 5703; Cook County; Illinois,5951,838,1,4886,17,031,570300,14.1,0.0,82.1,17031570300
Census Tract 5704; Cook County; Illinois,1712,267,2,1380,17,031,570400,15.6,0.1,80.6,17031570400
Census Tract 5705; Cook County; Illinois,2699,478,0,2135,17,031,570500,17.7,0.0,79.1,17031570500
Census Tract 5801; Cook County; Illinois,2662,401,110,1120,17,031,580100,15.1,4.1,42.1,17031580100
Census Tract 5802; Cook County; Illinois,2988,130,0,2486,17,031,580200,4.4,0.0,83.2,17031580200
Census Tract 5803; Cook County; Illinois,2569,148,29,1937,17,031,580300,5.8,1.1,75.4,17031580300
Census Tract 5804; Cook County; Illinois,4672,387,19,3519,17,031,580400,8.3,0.4,75.3,17031580400
Census Tract 5805.01; Cook County; Illinois,4716,595,96,3414,17,031,580501,12.6,2.0,72.4,17031580501
Census Tract 5805.02; Cook County; Illinois,4932,333,11,4231,17,031,580502,6.8,0.2,85.8,17031580502
Census Tract 5806; Cook County; Illinois,5402,324,219,4200,17,031,580600,6.0,4.1,77.7,17031580600
Census Tract 5807; Cook County; Illinois,6137,392,124,5372,17,031,580700,6.4,2.0,87.5,17031580700
Census Tract 5808; Cook County; Illinois,2096,13,0,2013,17,031,580800,0.6,0.0,96.0,17031580800
Census Tract 5905; Cook County; Illinois,1672,357,99,696,17,031,590500,21.4,5.9,41.6,17031590500
Census Tract 5906; Cook County; Illinois,3813,731,85,2449,17,031,590600,19.2,2.2,64.2,17031590600
Census Tract 5907; Cook County; Illinois,2914,347,25,2016,17,031,590700,11.9,0.9,69.2,17031590700
Census Tract 6004; Cook County; Illinois,3963,1224,271,244,17,031,600400,30.9,6.8,6.2,17031600400
Census Tract 6006; Cook County; Illinois,2953,931,0,594,17,031,600600,31.5,0.0,20.1,17031600600
Census Tract 6007; Cook County; Illinois,2870,668,0,574,17,031,600700,23.3,0.0,20.0,17031600700
Census Tract 6009; Cook County; Illinois,3733,1112,247,874,17,031,600900,29.8,6.6,23.4,17031600900
Census Tract 6103; Cook County; Illinois,5670,157,417,4939,17,031,610300,2.8,7.4,87.1,17031610300
Census Tract 6104; Cook County; Illinois,1888,93,32,1763,17,031,610400,4.9,1.7,93.4,17031610400
Census Tract 6108; Cook County; Illinois,1521,954,0,334,17,031,610800,62.7,0.0,22.0,17031610800
Census Tract 6112; Cook County; Illinois,2072,157,310,1595,17,031,611200,7.6,15.0,77.0,17031611200
Census Tract 6113; Cook County; Illinois,3409,131,297,2981,17,031,611300,3.8,8.7,87.4,17031611300
Census Tract 6114; Cook County; Illinois,3587,44,1,3542,17,031,611400,1.2,0.0,98.7,17031611400
Census Tract 6115; Cook County; Illinois,3273,149,325,2799,17,031,611500,4.6,9.9,85.5,17031611500
Census Tract 6116; Cook County; Illinois,1995,0,1166,827,17,031,611600,0.0,58.4,41.5,17031611600
Census Tract 6117; Cook County; Illinois,1847,0,566,1281,17,031,611700,0.0,30.6,69.4,17031611700
Census Tract 6118; Cook County; Illinois,2186,0,626,1542,17,031,611800,0.0,28.6,70.5,17031611800
Census Tract 6119; Cook County; Illinois,1559,0,942,617,17,031,611900,0.0,60.4,39.6,17031611900
Census Tract 6120; Cook County; Illinois,1317,0,812,497,17,031,612000,0.0,61.7,37.7,17031612000
Census Tract 6121; Cook County; Illinois,1018,2,601,415,17,031,612100,0.2,59.0,40.8,17031612100
Census Tract 6122; Cook County; Illinois,3687,76,1137,2370,17,031,612200,2.1,30.8,64.3,17031612200
Census Tract 6201; Cook County; Illinois,4798,453,56,3976,17,031,620100,9.4,1.2,82.9,17031620100
Census Tract 6202; Cook County; Illinois,1948,636,0,1272,17,031,620200,32.6,0.0,65.3,17031620200
Census Tract 6203; Cook County; Illinois,7080,1181,37,5741,17,031,620300,16.7,0.5,81.1,17031620300
Census Tract 6204; Cook County; Illinois,4540,357,36,3928,17,031,620400,7.9,0.8,86.5,17031620400
Census Tract 6303; Cook County; Illinois,4167,171,74,3857,17,031,630300,4.1,1.8,92.6,17031630300
Census Tract 6304; Cook County; Illinois,6003,118,107,5741,17,031,630400,2.0,1.8,95.6,17031630400
Census Tract 6305; Cook County; Illinois,5989,112,2,5837,17,031,630500,1.9,0.0,97.5,17031630500
Census Tract 6306; Cook County; Illinois,2746,132,158,2400,17,031,630600,4.8,5.8,87.4,17031630600
Census Tract 6308; Cook County; Illinois,6361,201,104,6035,17,031,630800,3.2,1.6,94.9,17031630800
Census Tract 6309; Cook County; Illinois,4856,150,349,4319,17,031,630900,3.1,7.2,88.9,17031630900
Census Tract 6401; Cook County; Illinois,1348,207,16,1125,17,031,640100,15.4,1.2,83.5,17031640100
Census Tract 6403; Cook County; Illinois,6897,2218,211,4348,17,031,640300,32.2,3.1,63.0,17031640300
Census Tract 6404; Cook County; Illinois,3309,1770,50,1477,17,031,640400,53.5,1.5,44.6,17031640400
Census Tract 6405; Cook County; Illinois,4132,2184,48,1714,17,031,640500,52.9,1.2,41.5,17031640500
Census Tract 6406; Cook County; Illinois,4427,1537,63,2735,17,031,640600,34.7,1.4,61.8,17031640600
Census Tract 6407; Cook County; Illinois,3110,737,59,2308,17,031,640700,23.7,1.9,74.2,17031640700
Census Tract 6408; Cook County; Illinois,1505,286,14,1175,17,031,640800,19.0,0.9,78.1,17031640800
Census Tract 6501; Cook County; Illinois,4622,330,26,4252,17,031,650100,7.1,0.6,92.0,17031650100
Census Tract 6502; Cook County; Illinois,7211,1574,0,5466,17,031,650200,21.8,0.0,75.8,17031650200
Census Tract 6503.01; Cook County; Illinois,4863,710,37,4032,17,031,650301,14.6,0.8,82.9,17031650301
Census Tract 6503.02; Cook County; Illinois,4945,282,117,4546,17,031,650302,5.7,2.4,91.9,17031650302
Census Tract 6504; Cook County; Illinois,6794,246,126,6372,17,031,650400,3.6,1.9,93.8,17031650400
Census Tract 6505; Cook County; Illinois,4159,854,509,2729,17,031,650500,20.5,12.2,65.6,17031650500
Census Tract 6603.01; Cook County; Illinois,1761,34,513,1214,17,031,660301,1.9,29.1,68.9,17031660301
Census Tract 6603.02; Cook County; Illinois,4612,21,559,4032,17,031,660302,0.5,12.1,87.4,17031660302
Census Tract 6604; Cook County; Illinois,4719,111,91,4517,17,031,660400,2.4,1.9,95.7,17031660400
Census Tract 6605; Cook County; Illinois,4284,255,182,3833,17,031,660500,6.0,4.2,89.5,17031660500
Census Tract 6606; Cook County; Illinois,5849,68,2197,3293,17,031,660600,1.2,37.6,56.3,17031660600
Census Tract 6607; Cook County; Illinois,1617,0,1444,168,17,031,660700,0.0,89.3,10.4,17031660700
Census Tract 6608; Cook County; Illinois,5832,33,2988,2620,17,031,660800,0.6,51.2,44.9,17031660800
Census Tract 6609; Cook County; Illinois,5631,144,3872,1520,17,031,660900,2.6,68.8,27.0,17031660900
Census Tract 6610; Cook County; Illinois,5424,113,3548,1352,17,031,661000,2.1,65.4,24.9,17031661000
Census Tract 6611; Cook County; Illinois,7186,284,2045,4563,17,031,661100,4.0,28.5,63.5,17031661100
Census Tract 6701; Cook County; Illinois,1472,18,949,505,17,031,670100,1.2,64.5,34.3,17031670100
Census Tract 6702; Cook County; Illinois,724,0,715,9,17,031,670200,0.0,98.8,1.2,17031670200
Census Tract 6703; Cook County; Illinois,1332,54,1001,275,17,031,670300,4.1,75.2,20.6,17031670300
Census Tract 6704; Cook County; Illinois,1616,17,1205,381,17,031,670400,1.1,74.6,23.6,17031670400
Census Tract 6705; Cook County; Illinois,1004,8,793,203,17,031,670500,0.8,79.0,20.2,17031670500
Census Tract 6706; Cook County; Illinois,1174,4,769,389,17,031,670600,0.3,65.5,33.1,17031670600
Census Tract 6707; Cook County; Illinois,1092,0,610,414,17,031,670700,0.0,55.9,37.9,17031670700
Census Tract 6708; Cook County; Illinois,1022,7,988,22,17,031,670800,0.7,96.7,2.2,17031670800
Census Tract 6709; Cook County; Illinois,1246,72,867,307,17,031,670900,5.8,69.6,24.6,17031670900
Census Tract 6711; Cook County; Illinois,915,0,915,0,17,031,671100,0.0,100.0,0.0,17031671100
Census Tract 6712; Cook County; Illinois,840,12,649,167,17,031,671200,1.4,77.3,19.9,17031671200
Census Tract 6713; Cook County; Illinois,1657,0,1443,214,17,031,671300,0.0,87.1,12.9,17031671300
Census Tract 6714; Cook County; Illinois,1299,0,772,295,17,031,671400,0.0,59.4,22.7,17031671400
Census Tract 6715; Cook County; Illinois,2308,9,2013,286,17,031,671500,0.4,87.2,12.4,17031671500
Census Tract 6716; Cook County; Illinois,1709,38,1591,30,17,031,671600,2.2,93.1,1.8,17031671600
Census Tract 6718; Cook County; Illinois,1128,6,957,113,17,031,671800,0.5,84.8,10.0,17031671800
Census Tract 6719; Cook County; Illinois,1034,0,678,327,17,031,671900,0.0,65.6,31.6,17031671900
Census Tract 6720; Cook County; Illinois,3295,1,2719,488,17,031,672000,0.0,82.5,14.8,17031672000
Census Tract 6805; Cook County; Illinois,1474,54,1036,384,17,031,680500,3.7,70.3,26.1,17031680500
Census Tract 6806; Cook County; Illinois,1178,3,1172,0,17,031,680600,0.3,99.5,0.0,17031680600
Census Tract 6809; Cook County; Illinois,3560,54,3266,31,17,031,680900,1.5,91.7,0.9,17031680900
Census Tract 6810; Cook County; Illinois,2297,2,2185,41,17,031,681000,0.1,95.1,1.8,17031681000
Census Tract 6811; Cook County; Illinois,1932,3,1910,1,17,031,681100,0.2,98.9,0.1,17031681100
Census Tract 6812; Cook County; Illinois,1883,91,1580,44,17,031,681200,4.8,83.9,2.3,17031681200
Census Tract 6813; Cook County; Illinois,2323,13,2223,17,17,031,681300,0.6,95.7,0.7,17031681300
Census Tract 6814; Cook County; Illinois,1879,2,1763,81,17,031,681400,0.1,93.8,4.3,17031681400
Census Tract 6903; Cook County; Illinois,2303,90,2170,32,17,031,690300,3.9,94.2,1.4,17031690300
Census Tract 6904; Cook County; Illinois,2908,0,2827,60,17,031,690400,0.0,97.2,2.1,17031690400
Census Tract 6905; Cook County; Illinois,742,0,742,0,17,031,690500,0.0,100.0,0.0,17031690500
Census Tract 6909; Cook County; Illinois,3809,34,3627,39,17,031,690900,0.9,95.2,1.0,17031690900
Census Tract 6910; Cook County; Illinois,2655,28,2570,17,17,031,691000,1.1,96.8,0.6,17031691000
Census Tract 6911; Cook County; Illinois,2883,6,2861,5,17,031,691100,0.2,99.2,0.2,17031691100
Census Tract 6912; Cook County; Illinois,1984,10,1938,9,17,031,691200,0.5,97.7,0.5,17031691200
Census Tract 6913; Cook County; Illinois,2332,0,2289,35,17,031,691300,0.0,98.2,1.5,17031691300
Census Tract 6914; Cook County; Illinois,2701,1,2434,113,17,031,691400,0.0,90.1,4.2,17031691400
Census Tract 6915; Cook County; Illinois,1895,92,1760,42,17,031,691500,4.9,92.9,2.2,17031691500
Census Tract 7001; Cook County; Illinois,3874,45,2290,1395,17,031,700100,1.2,59.1,36.0,17031700100
Census Tract 7002; Cook County; Illinois,6888,458,1015,5275,17,031,700200,6.6,14.7,76.6,17031700200
Census Tract 7003.01; Cook County; Illinois,6124,1147,297,4597,17,031,700301,18.7,4.8,75.1,17031700301
Census Tract 7003.02; Cook County; Illinois,6003,1295,757,3903,17,031,700302,21.6,12.6,65.0,17031700302
Census Tract 7004.01; Cook County; Illinois,6218,256,3161,2629,17,031,700401,4.1,50.8,42.3,17031700401
Census Tract 7004.02; Cook County; Illinois,3417,218,2043,1087,17,031,700402,6.4,59.8,31.8,17031700402
Census Tract 7005.01; Cook County; Illinois,6565,191,5372,582,17,031,700501,2.9,81.8,8.9,17031700501
Census Tract 7005.02; Cook County; Illinois,3656,162,3031,407,17,031,700502,4.4,82.9,11.1,17031700502
Census Tract 7101; Cook County; Illinois,1026,0,931,87,17,031,710100,0.0,90.7,8.5,17031710100
Census Tract 7102; Cook County; Illinois,4056,95,3943,0,17,031,710200,2.3,97.2,0.0,17031710200
Census Tract 7103; Cook County; Illinois,1382,0,1300,32,17,031,710300,0.0,94.1,2.3,17031710300
Census Tract 7104; Cook County; Illinois,5668,79,5261,183,17,031,710400,1.4,92.8,3.2,17031710400
Census Tract 7105; Cook County; Illinois,4087,7,3646,204,17,031,710500,0.2,89.2,5.0,17031710500
Census Tract 7106; Cook County; Illinois,1720,106,1517,54,17,031,710600,6.2,88.2,3.1,17031710600
Census Tract 7107; Cook County; Illinois,3412,18,3344,1,17,031,710700,0.5,98.0,0.0,17031710700
Census Tract 7108; Cook County; Illinois,4536,19,4463,4,17,031,710800,0.4,98.4,0.1,17031710800
Census Tract 7109; Cook County; Illinois,2151,0,1979,137,17,031,710900,0.0,92.0,6.4,17031710900
Census Tract 7110; Cook County; Illinois,3779,94,3525,91,17,031,711000,2.5,93.3,2.4,17031711000
Census Tract 7111; Cook County; Illinois,2808,0,2719,81,17,031,711100,0.0,96.8,2.9,17031711100
Census Tract 7112; Cook County; Illinois,4869,34,4070,538,17,031,711200,0.7,83.6,11.0,17031711200
Census Tract 7113; Cook County; Illinois,1618,30,1492,0,17,031,711300,1.9,92.2,0.0,17031711300
Census Tract 7114; Cook County; Illinois,2728,9,2543,118,17,031,711400,0.3,93.2,4.3,17031711400
Census Tract 7115; Cook County; Illinois,2628,0,2521,39,17,031,711500,0.0,95.9,1.5,17031711500
Census Tract 7201; Cook County; Illinois,3370,1764,1044,422,17,031,720100,52.3,31.0,12.5,17031720100
Census Tract 7202; Cook County; Illinois,4097,1747,1956,291,17,031,720200,42.6,47.7,7.1,17031720200
Census Tract 7203; Cook County; Illinois,3614,2252,1032,200,17,031,720300,62.3,28.6,5.5,17031720300
Census Tract 7204; Cook County; Illinois,1872,1450,155,231,17,031,720400,77.5,8.3,12.3,17031720400
Census Tract 7205; Cook County; Illinois,1833,1601,35,182,17,031,720500,87.3,1.9,9.9,17031720500
Census Tract 7206; Cook County; Illinois,1860,1436,395,13,17,031,720600,77.2,21.2,0.7,17031720600
Census Tract 7207; Cook County; Illinois,3135,741,1870,53,17,031,720700,23.6,59.6,1.7,17031720700
Census Tract 7301; Cook County; Illinois,2669,56,2533,0,17,031,730100,2.1,94.9,0.0,17031730100
Census Tract 7302.01; Cook County; Illinois,5671,105,5236,158,17,031,730201,1.9,92.3,2.8,17031730201
Census Tract 7302.02; Cook County; Illinois,3093,52,3017,24,17,031,730202,1.7,97.5,0.8,17031730202
Census Tract 7303; Cook County; Illinois,1042,0,1020,0,17,031,730300,0.0,97.9,0.0,17031730300
Census Tract 7304; Cook County; Illinois,4070,127,3871,43,17,031,730400,3.1,95.1,1.1,17031730400
Census Tract 7305; Cook County; Illinois,4053,11,4041,1,17,031,730500,0.3,99.7,0.0,17031730500
Census Tract 7306; Cook County; Illinois,3570,38,3486,23,17,031,730600,1.1,97.6,0.6,17031730600
Census Tract 7307; Cook County; Illinois,2288,0,2269,0,17,031,730700,0.0,99.2,0.0,17031730700
Census Tract 7401; Cook County; Illinois,3075,2477,20,501,17,031,740100,80.6,0.7,16.3,17031740100
Census Tract 7402; Cook County; Illinois,6473,5194,76,633,17,031,740200,80.2,1.2,9.8,17031740200
Census Tract 7403; Cook County; Illinois,5043,4519,0,442,17,031,740300,89.6,0.0,8.8,17031740300
Census Tract 7404; Cook County; Illinois,4530,3863,241,260,17,031,740400,85.3,5.3,5.7,17031740400
Census Tract 7501; Cook County; Illinois,3636,270,3291,55,17,031,750100,7.4,90.5,1.5,17031750100
Census Tract 7502; Cook County; Illinois,3141,944,1904,138,17,031,750200,30.1,60.6,4.4,17031750200
Census Tract 7503; Cook County; Illinois,2546,2184,145,87,17,031,750300,85.8,5.7,3.4,17031750300
Census Tract 7504; Cook County; Illinois,2790,1558,673,321,17,031,750400,55.8,24.1,11.5,17031750400
Census Tract 7505; Cook County; Illinois,4761,1209,2984,53,17,031,750500,25.4,62.7,1.1,17031750500
Census Tract 7506; Cook County; Illinois,3844,47,3591,178,17,031,750600,1.2,93.4,4.6,17031750600
Census Tract 7608.01; Cook County; Illinois,4718,2024,243,420,17,031,760801,42.9,5.2,8.9,17031760801
Census Tract 7608.02; Cook County; Illinois,2191,1905,42,233,17,031,760802,86.9,1.9,10.6,17031760802
Census Tract 7608.03; Cook County; Illinois,6862,4542,666,1057,17,031,760803,66.2,9.7,15.4,17031760803
Census Tract 7702.01; Cook County; Illinois,6051,4012,150,903,17,031,770201,66.3,2.5,14.9,17031770201
Census Tract 7702.02; Cook County; Illinois,4557,3371,18,888,17,031,770202,74.0,0.4,19.5,17031770202
Census Tract 7703; Cook County; Illinois,7001,4987,359,1203,17,031,770300,71.2,5.1,17.2,17031770300
Census Tract 7704; Cook County; Illinois,4440,2897,114,943,17,031,770400,65.2,2.6,21.2,17031770400
Census Tract 7705; Cook County; Illinois,4225,438,0,3754,17,031,770500,10.4,0.0,88.9,17031770500
Census Tract 7706.01; Cook County; Illinois,3694,2834,38,478,17,031,770601,76.7,1.0,12.9,17031770601
Census Tract 7706.02; Cook County; Illinois,4586,1947,50,2091,17,031,770602,42.5,1.1,45.6,17031770602
Census Tract 7707; Cook County; Illinois,2290,1492,21,626,17,031,770700,65.2,0.9,27.3,17031770700
Census Tract 7708; Cook County; Illinois,5773,3027,58,2381,17,031,770800,52.4,1.0,41.2,17031770800
Census Tract 7709.01; Cook County; Illinois,4796,3706,13,461,17,031,770901,77.3,0.3,9.6,17031770901
Census Tract 7709.02; Cook County; Illinois,3816,2951,8,609,17,031,770902,77.3,0.2,16.0,17031770902
Census Tract 8001; Cook County; Illinois,2367,2184,51,32,17,031,800100,92.3,2.2,1.4,17031800100
Census Tract 8002; Cook County; Illinois,6420,5915,136,157,17,031,800200,92.1,2.1,2.4,17031800200
Census Tract 8003; Cook County; Illinois,3303,2942,0,70,17,031,800300,89.1,0.0,2.1,17031800300
Census Tract 8004; Cook County; Illinois,3686,3282,0,64,17,031,800400,89.0,0.0,1.7,17031800400
Census Tract 8005; Cook County; Illinois,5576,5170,2,84,17,031,800500,92.7,0.0,1.5,17031800500
Census Tract 8006; Cook County; Illinois,2389,2012,0,106,17,031,800600,84.2,0.0,4.4,17031800600
Census Tract 8007; Cook County; Illinois,4850,3988,46,225,17,031,800700,82.2,0.9,4.6,17031800700
Census Tract 8008; Cook County; Illinois,2331,1902,11,258,17,031,800800,81.6,0.5,11.1,17031800800
Census Tract 8009; Cook County; Illinois,4341,2784,19,315,17,031,800900,64.1,0.4,7.3,17031800900
Census Tract 8010; Cook County; Illinois,5261,3953,0,44,17,031,801000,75.1,0.0,0.8,17031801000
Census Tract 8011; Cook County; Illinois,5045,4527,1,75,17,031,801100,89.7,0.0,1.5,17031801100
Census Tract 8012; Cook County; Illinois,3699,3424,0,85,17,031,801200,92.6,0.0,2.3,17031801200
Census Tract 8013; Cook County; Illinois,4448,3558,40,271,17,031,801300,80.0,0.9,6.1,17031801300
Census Tract 8014; Cook County; Illinois,3052,2066,65,242,17,031,801400,67.7,2.1,7.9,17031801400
Census Tract 8015; Cook County; Illinois,6367,5336,236,171,17,031,801500,83.8,3.7,2.7,17031801500
Census Tract 8016.01; Cook County; Illinois,4423,3299,315,74,17,031,801601,74.6,7.1,1.7,17031801601
Census Tract 8016.03; Cook County; Illinois,3781,1812,521,84,17,031,801603,47.9,13.8,2.2,17031801603
Census Tract 8016.05; Cook County; Illinois,5721,3909,22,644,17,031,801605,68.3,0.4,11.3,17031801605
Census Tract 8016.06; Cook County; Illinois,7456,5558,65,101,17,031,801606,74.5,0.9,1.4,17031801606
Census Tract 8016.07; Cook County; Illinois,5753,3016,106,286,17,031,801607,52.4,1.8,5.0,17031801607
Census Tract 8016.08; Cook County; Illinois,6308,3991,64,126,17,031,801608,63.3,1.0,2.0,17031801608
Census Tract 8017.01; Cook County; Illinois,3568,2801,0,202,17,031,801701,78.5,0.0,5.7,17031801701
Census Tract 8017.02; Cook County; Illinois,4911,3927,0,294,17,031,801702,80.0,0.0,6.0,17031801702
Census Tract 8018; Cook County; Illinois,6041,4704,225,151,17,031,801800,77.9,3.7,2.5,17031801800
Census Tract 8019.01; Cook County; Illinois,4362,3069,31,936,17,031,801901,70.4,0.7,21.5,17031801901
Census Tract 8019.02; Cook County; Illinois,3770,2984,0,382,17,031,801902,79.2,0.0,10.1,17031801902
Census Tract 8020.02; Cook County; Illinois,4990,3868,59,439,17,031,802002,77.5,1.2,8.8,17031802002
Census Tract 8020.03; Cook County; Illinois,2517,1454,178,467,17,031,802003,57.8,7.1,18.6,17031802003
Census Tract 8020.04; Cook County; Illinois,6006,2569,116,566,17,031,802004,42.8,1.9,9.4,17031802004
Census Tract 8021; Cook County; Illinois,3717,2947,35,191,17,031,802100,79.3,0.9,5.1,17031802100
Census Tract 8022; Cook County; Illinois,4937,4341,22,206,17,031,802200,87.9,0.4,4.2,17031802200
Census Tract 8023; Cook County; Illinois,5770,4173,33,238,17,031,802300,72.3,0.6,4.1,17031802300
Census Tract 8024.02; Cook County; Illinois,6076,3247,120,1720,17,031,802402,53.4,2.0,28.3,17031802402
Census Tract 8024.03; Cook County; Illinois,1392,1171,0,62,17,031,802403,84.1,0.0,4.5,17031802403
Census Tract 8024.04; Cook County; Illinois,7492,3751,166,2648,17,031,802404,50.1,2.2,35.3,17031802404
Census Tract 8025.03; Cook County; Illinois,7571,4662,88,1519,17,031,802503,61.6,1.2,20.1,17031802503
Census Tract 8025.04; Cook County; Illinois,6844,2426,23,3000,17,031,802504,35.4,0.3,43.8,17031802504
Census Tract 8025.05; Cook County; Illinois,6371,2288,186,2704,17,031,802505,35.9,2.9,42.4,17031802505
Census Tract 8025.06; Cook County; Illinois,2517,941,11,1275,17,031,802506,37.4,0.4,50.7,17031802506
Census Tract 8026.05; Cook County; Illinois,7230,5445,30,284,17,031,802605,75.3,0.4,3.9,17031802605
Census Tract 8026.07; Cook County; Illinois,1217,1055,0,106,17,031,802607,86.7,0.0,8.7,17031802607
Census Tract 8026.08; Cook County; Illinois,6009,4742,205,528,17,031,802608,78.9,3.4,8.8,17031802608
Census Tract 8026.09; Cook County; Illinois,6414,2731,22,2827,17,031,802609,42.6,0.3,44.1,17031802609
Census Tract 8026.10; Cook County; Illinois,1986,1408,25,67,17,031,802610,70.9,1.3,3.4,17031802610
Census Tract 8027.01; Cook County; Illinois,6326,3351,185,1232,17,031,802701,53.0,2.9,19.5,17031802701
Census Tract 8027.02; Cook County; Illinois,5043,3058,97,253,17,031,802702,60.6,1.9,5.0,17031802702
Census Tract 8028.01; Cook County; Illinois,4689,3429,113,683,17,031,802801,73.1,2.4,14.6,17031802801
Census Tract 8028.02; Cook County; Illinois,6530,4879,38,519,17,031,802802,74.7,0.6,7.9,17031802802
Census Tract 8029; Cook County; Illinois,6085,5329,0,389,17,031,802900,87.6,0.0,6.4,17031802900
Census Tract 8030.05; Cook County; Illinois,2701,2125,32,389,17,031,803005,78.7,1.2,14.4,17031803005
Census Tract 8030.07; Cook County; Illinois,5201,4027,94,542,17,031,803007,77.4,1.8,10.4,17031803007
Census Tract 8030.08; Cook County; Illinois,4807,3291,117,417,17,031,803008,68.5,2.4,8.7,17031803008
Census Tract 8030.10; Cook County; Illinois,4686,2572,110,1139,17,031,803010,54.9,2.3,24.3,17031803010
Census Tract 8030.12; Cook County; Illinois,2014,1279,45,400,17,031,803012,63.5,2.2,19.9,17031803012
Census Tract 8030.13; Cook County; Illinois,5724,4552,159,416,17,031,803013,79.5,2.8,7.3,17031803013
Census Tract 8030.14; Cook County; Illinois,3329,2188,27,758,17,031,803014,65.7,0.8,22.8,17031803014
Census Tract 8030.15; Cook County; Illinois,4498,3541,13,455,17,031,803015,78.7,0.3,10.1,17031803015
Census Tract 8030.16; Cook County; Illinois,2560,1046,126,97,17,031,803016,40.9,4.9,3.8,17031803016
Census Tract 8030.17; Cook County; Illinois,6125,3875,44,1265,17,031,803017,63.3,0.7,20.7,17031803017
Census Tract 8031; Cook County; Illinois,3448,2828,20,299,17,031,803100,82.0,0.6,8.7,17031803100
Census Tract 8032; Cook County; Illinois,5024,4313,5,238,17,031,803200,85.8,0.1,4.7,17031803200
Census Tract 8033; Cook County; Illinois,5629,4559,123,394,17,031,803300,81.0,2.2,7.0,17031803300
Census Tract 8034; Cook County; Illinois,6745,5353,477,309,17,031,803400,79.4,7.1,4.6,17031803400
Census Tract 8035; Cook County; Illinois,5565,5017,23,203,17,031,803500,90.2,0.4,3.6,17031803500
Census Tract 8036.03; Cook County; Illinois,6538,4491,65,143,17,031,803603,68.7,1.0,2.2,17031803603
Census Tract 8036.04; Cook County; Illinois,4375,2831,127,636,17,031,803604,64.7,2.9,14.5,17031803604
Census Tract 8036.05; Cook County; Illinois,6694,4131,502,1312,17,031,803605,61.7,7.5,19.6,17031803605
Census Tract 8036.07; Cook County; Illinois,4358,3490,39,482,17,031,803607,80.1,0.9,11.1,17031803607
Census Tract 8036.08; Cook County; Illinois,8110,6015,342,1128,17,031,803608,74.2,4.2,13.9,17031803608
Census Tract 8036.11; Cook County; Illinois,6425,2118,566,2661,17,031,803611,33.0,8.8,41.4,17031803611
Census Tract 8036.12; Cook County; Illinois,3470,1085,379,1455,17,031,803612,31.3,10.9,41.9,17031803612
Census Tract 8036.13; Cook County; Illinois,3891,353,94,3258,17,031,803613,9.1,2.4,83.7,17031803613
Census Tract 8036.14; Cook County; Illinois,4145,1229,249,2282,17,031,803614,29.7,6.0,55.1,17031803614
Census Tract 8036.15; Cook County; Illinois,2357,1282,118,172,17,031,803615,54.4,5.0,7.3,17031803615
Census Tract 8036.16; Cook County; Illinois,4789,3107,473,518,17,031,803616,64.9,9.9,10.8,17031803616
Census Tract 8037.01; Cook County; Illinois,2745,1950,31,316,17,031,803701,71.0,1.1,11.5,17031803701
