name,total_pop,white_alone,black_alone,hispanic_latino,state,county,tract,pct_white,pct_black,pct_hispanic,GEOID
Census Tract 2204; Cook County; Illinois,2670,1682,117,593,17,031,220400,63.0,4.4,22.2,17031220400
Census Tract 2205; Cook County; Illinois,2810,1666,143,728,17,031,220500,59.3,5.1,25.9,17031220500
Census Tract 2206.01; Cook County; Illinois,1538,826,79,506,17,031,220601,53.7,5.1,32.9,17031220601
Census Tract 2206.02; Cook County; Illinois,4316,2491,300,1064,17,031,220602,57.7,7.0,24.7,17031220602
Census Tract 2207.01; Cook County; Illinois,3077,1075,75,1796,17,031,220701,34.9,2.4,58.4,17031220701
Census Tract 2207.02; Cook County; Illinois,3959,1596,165,2029,17,031,220702,40.3,4.2,51.3,17031220702
Census Tract 2209.01; Cook County; Illinois,3090,515,441,2086,17,031,220901,16.7,14.3,67.5,17031220901
Census Tract 2209.02; Cook County; Illinois,3194,863,62,2179,17,031,220902,27.0,1.9,68.2,17031220902
Census Tract 2210; Cook County; Illinois,2571,1009,128,1333,17,031,221000,39.2,5.0,51.8,17031221000
Census Tract 2211; Cook County; Illinois,4542,2074,289,1743,17,031,221100,45.7,6.4,38.4,17031221100
Census Tract 2212; Cook County; Illinois,2865,1761,369,380,17,031,221200,61.5,12.9,13.3,17031221200
Census Tract 2213; Cook County; Illinois,3011,1337,112,1271,17,031,221300,44.4,3.7,42.2,17031221300
Census Tract 2214; Cook County; Illinois,3083,1557,93,855,17,031,221400,50.5,3.0,27.7,17031221400
Census Tract 2215; Cook County; Illinois,2767,1392,348,955,17,031,221500,50.3,12.6,34.5,17031221500
Census Tract 2216; Cook County; Illinois,3389,2165,37,718,17,031,221600,63.9,1.1,21.2,17031221600
Census Tract 2222; Cook County; Illinois,2243,1824,91,188,17,031,222200,81.3,4.1,8.4,17031222200
Census Tract 2225; Cook County; Illinois,1468,874,89,439,17,031,222500,59.5,6.1,29.9,17031222500
Census Tract 2226; Cook County; Illinois,1608,854,81,500,17,031,222600,53.1,5.0,31.1,17031222600
Census Tract 2227; Cook County; Illinois,2202,752,139,1181,17,031,222700,34.2,6.3,53.6,17031222700
Census Tract 2228; Cook County; Illinois,1052,197,168,671,17,031,222800,18.7,16.0,63.8,17031222800
Census Tract 2229; Cook County; Illinois,986,316,50,612,17,031,222900,32.0,5.1,62.1,17031222900
Census Tract 2301; Cook County; Illinois,1636,526,238,694,17,031,230100,32.2,14.5,42.4,17031230100
Census Tract 2302; Cook County; Illinois,1977,640,176,1092,17,031,230200,32.4,8.9,55.2,17031230200
Census Tract 2303; Cook County; Illinois,905,95,97,713,17,031,230300,10.5,10.7,78.8,17031230300
Census Tract 2304; Cook County; Illinois,2116,355,20,1617,17,031,230400,16.8,0.9,76.4,17031230400
Census Tract 2305; Cook County; Illinois,3080,140,229,2466,17,031,230500,4.5,7.4,80.1,17031230500
Census Tract 2306; Cook County; Illinois,8977,942,2429,5606,17,031,230600,10.5,27.1,62.4,17031230600
Census Tract 2307; Cook County; Illinois,5773,427,527,4336,17,031,230700,7.4,9.1,75.1,17031230700
Census Tract 2308; Cook County; Illinois,1029,126,55,823,17,031,230800,12.2,5.3,80.0,17031230800
Census Tract 2309; Cook County; Illinois,4903,1542,509,2674,17,031,230900,31.5,10.4,54.5,17031230900
Census Tract 2311; Cook County; Illinois,1362,28,850,477,17,031,231100,2.1,62.4,35.0,17031231100
Census Tract 2312; Cook County; Illinois,5957,118,4556,979,17,031,231200,2.0,76.5,16.4,17031231200
Census Tract 2315; Cook County; Illinois,5809,424,3827,1429,17,031,231500,7.3,65.9,24.6,17031231500
Census Tract 2402; Cook County; Illinois,1966,1288,35,394,17,031,240200,65.5,1.8,20.0,17031240200
Census Tract 2403; Cook County; Illinois,1272,977,21,68,17,031,240300,76.8,1.7,5.3,17031240300
Census Tract 2405; Cook County; Illinois,2515,1983,26,186,17,031,240500,78.8,1.0,7.4,17031240500
Census Tract 2406; Cook County; Illinois,1639,1036,74,336,17,031,240600,63.2,4.5,20.5,17031240600
Census Tract 2407; Cook County; Illinois,1634,818,133,599,17,031,240700,50.1,8.1,36.7,17031240700
Census Tract 2408; Cook County; Illinois,1480,766,53,380,17,031,240800,51.8,3.6,25.7,17031240800
Census Tract 2409; Cook County; Illinois,1093,393,108,406,17,031,240900,36.0,9.9,37.1,17031240900
Census Tract 2410; Cook County; Illinois,1792,746,75,766,17,031,241000,41.6,4.2,42.7,17031241000
Census Tract 2411; Cook County; Illinois,3650,2056,277,1067,17,031,241100,56.3,7.6,29.2,17031241100
Census Tract 2412; Cook County; Illinois,1698,1112,118,223,17,031,241200,65.5,6.9,13.1,17031241200
Census Tract 2413; Cook County; Illinois,1888,1293,123,292,17,031,241300,68.5,6.5,15.5,17031241300
Census Tract 2414; Cook County; Illinois,5584,4165,341,397,17,031,241400,74.6,6.1,7.1,17031241400
Census Tract 2415; Cook County; Illinois,2823,2056,26,332,17,031,241500,72.8,0.9,11.8,17031241500
Census Tract 2416; Cook County; Illinois,3397,2389,32,650,17,031,241600,70.3,0.9,19.1,17031241600
Census Tract 2420; Cook County; Illinois,4378,2148,1008,420,17,031,242000,49.1,23.0,9.6,17031242000
Census Tract 2421; Cook County; Illinois,3817,2429,18,723,17,031,242100,63.6,0.5,18.9,17031242100
Census Tract 2422; Cook County; Illinois,4014,3144,148,450,17,031,242200,78.3,3.7,11.2,17031242200
Census Tract 2423; Cook County; Illinois,3805,2731,80,639,17,031,242300,71.8,2.1,16.8,17031242300
Census Tract 2424; Cook County; Illinois,2705,2218,47,246,17,031,242400,82.0,1.7,9.1,17031242400
Census Tract 2425; Cook County; Illinois,3255,1902,234,929,17,031,242500,58.4,7.2,28.5,17031242500
Census Tract 2426; Cook County; Illinois,5512,2438,626,2153,17,031,242600,44.2,11.4,39.1,17031242600
Census Tract 2427; Cook County; Illinois,1837,869,227,665,17,031,242700,47.3,12.4,36.2,17031242700
Census Tract 2428; Cook County; Illinois,1450,1105,6,316,17,031,242800,76.2,0.4,21.8,17031242800
Census Tract 2429; Cook County; Illinois,2032,1288,67,420,17,031,242900,63.4,3.3,20.7,17031242900
Census Tract 2430; Cook County; Illinois,2223,1260,21,545,17,031,243000,56.7,0.9,24.5,17031243000
Census Tract 2431; Cook County; Illinois,2159,1052,45,814,17,031,243100,48.7,2.1,37.7,17031243100
Census Tract 2432; Cook County; Illinois,2329,1315,170,507,17,031,243200,56.5,7.3,21.8,17031243200
Census Tract 2433; Cook County; Illinois,2285,1464,51,444,17,031,243300,64.1,2.2,19.4,17031243300
Census Tract 2434; Cook County; Illinois,2931,1812,73,765,17,031,243400,61.8,2.5,26.1,17031243400
Census Tract 2435; Cook County; Illinois,4567,2962,598,618,17,031,243500,64.9,13.1,13.5,17031243500
Census Tract 2502; Cook County; Illinois,3051,82,1349,1607,17,031,250200,2.7,44.2,52.7,17031250200
Census Tract 2503; Cook County; Illinois,4844,292,3055,1253,17,031,250300,6.0,63.1,25.9,17031250300
Census Tract 2504; Cook County; Illinois,5513,193,4160,1160,17,031,250400,3.5,75.5,21.0,17031250400
Census Tract 2505; Cook County; Illinois,6903,2592,1599,2393,17,031,250500,37.5,23.2,34.7,17031250500
Census Tract 2506; Cook County; Illinois,4542,18,3556,967,17,031,250600,0.4,78.3,21.3,17031250600
Census Tract 2507; Cook County; Illinois,6466,109,4778,1465,17,031,250700,1.7,73.9,22.7,17031250700
Census Tract 2508; Cook County; Illinois,2693,9,2286,358,17,031,250800,0.3,84.9,13.3,17031250800
Census Tract 2510; Cook County; Illinois,1380,0,976,404,17,031,251000,0.0,70.7,29.3,17031251000
Census Tract 2511; Cook County; Illinois,4544,7,3165,1294,17,031,251100,0.2,69.7,28.5,17031251100
Census Tract 2512; Cook County; Illinois,3840,13,2539,1288,17,031,251200,0.3,66.1,33.5,17031251200
Census Tract 2513; Cook County; Illinois,4915,127,4148,559,17,031,251300,2.6,84.4,11.4,17031251300
Census Tract 2514; Cook County; Illinois,3712,385,3134,166,17,031,251400,10.4,84.4,4.5,17031251400
Census Tract 2515; Cook County; Illinois,4324,43,3245,920,17,031,251500,1.0,75.0,21.3,17031251500
Census Tract 2516; Cook County; Illinois,4456,343,2755,1243,17,031,251600,7.7,61.8,27.9,17031251600
Census Tract 2517; Cook County; Illinois,1291,32,956,303,17,031,251700,2.5,74.1,23.5,17031251700
Census Tract 2518; Cook County; Illinois,5399,8,4960,323,17,031,251800,0.1,91.9,6.0,17031251800
Census Tract 2519; Cook County; Illinois,5086,84,4646,217,17,031,251900,1.7,91.3,4.3,17031251900
Census Tract 2520; Cook County; Illinois,6308,439,5386,379,17,031,252000,7.0,85.4,6.0,17031252000
Census Tract 2521.01; Cook County; Illinois,1492,16,1375,27,17,031,252101,1.1,92.2,1.8,17031252101
Census Tract 2521.02; Cook County; Illinois,7020,0,5295,1357,17,031,252102,0.0,75.4,19.3,17031252102
Census Tract 2522.01; Cook County; Illinois,3258,116,3062,67,17,031,252201,3.6,94.0,2.1,17031252201
Census Tract 2522.02; Cook County; Illinois,4945,40,4717,76,17,031,252202,0.8,95.4,1.5,17031252202
Census Tract 2601; Cook County; Illinois,1016,22,928,54,17,031,260100,2.2,91.3,5.3,17031260100
Census Tract 2602; Cook County; Illinois,1232,6,1064,149,17,031,260200,0.5,86.4,12.1,17031260200
Census Tract 2603; Cook County; Illinois,1878,45,1607,223,17,031,260300,2.4,85.6,11.9,17031260300
Census Tract 2604; Cook County; Illinois,939,0,810,109,17,031,260400,0.0,86.3,11.6,17031260400
Census Tract 2605; Cook County; Illinois,1767,4,1727,36,17,031,260500,0.2,97.7,2.0,17031260500
Census Tract 2606; Cook County; Illinois,2398,30,2297,62,17,031,260600,1.3,95.8,2.6,17031260600
Census Tract 2607; Cook County; Illinois,1524,14,1467,43,17,031,260700,0.9,96.3,2.8,17031260700
Census Tract 2608; Cook County; Illinois,2001,118,1851,9,17,031,260800,5.9,92.5,0.4,17031260800
Census Tract 2609; Cook County; Illinois,1351,108,1165,58,17,031,260900,8.0,86.2,4.3,17031260900
Census Tract 2610; Cook County; Illinois,2268,0,2131,137,17,031,261000,0.0,94.0,6.0,17031261000
Census Tract 2705; Cook County; Illinois,1380,14,1366,0,17,031,270500,1.0,99.0,0.0,17031270500
Census Tract 2712; Cook County; Illinois,1384,118,1219,34,17,031,271200,8.5,88.1,2.5,17031271200
Census Tract 2713; Cook County; Illinois,964,7,854,34,17,031,271300,0.7,88.6,3.5,17031271300
Census Tract 2714; Cook County; Illinois,1359,213,993,49,17,031,271400,15.7,73.1,3.6,17031271400
Census Tract 2715; Cook County; Illinois,1470,40,1215,115,17,031,271500,2.7,82.7,7.8,17031271500
Census Tract 2718; Cook County; Illinois,656,16,626,14,17,031,271800,2.4,95.4,2.1,17031271800
Census Tract 2801; Cook County; Illinois,7730,5334,165,528,17,031,280100,69.0,2.1,6.8,17031280100
Census Tract 2804; Cook County; Illinois,1423,174,1128,97,17,031,280400,12.2,79.3,6.8,17031280400
Census Tract 2808; Cook County; Illinois,852,61,660,68,17,031,280800,7.2,77.5,8.0,17031280800
Census Tract 2809; Cook County; Illinois,1122,105,866,27,17,031,280900,9.4,77.2,2.4,17031280900
Census Tract 2819; Cook County; Illinois,6749,3251,351,830,17,031,281900,48.2,5.2,12.3,17031281900
Census Tract 2827; Cook County; Illinois,2243,637,785,540,17,031,282700,28.4,35.0,24.1,17031282700
Census Tract 2828; Cook County; Illinois,1498,451,85,721,17,031,282800,30.1,5.7,48.1,17031282800
Census Tract 2831; Cook County; Illinois,2729,630,572,530,17,031,283100,23.1,21.0,19.4,17031283100
Census Tract 2832; Cook County; Illinois,1727,459,895,85,17,031,283200,26.6,51.8,4.9,17031283200
Census Tract 2838; Cook County; Illinois,3504,900,2080,200,17,031,283800,25.7,59.4,5.7,17031283800
Census Tract 2909; Cook County; Illinois,4241,64,4138,19,17,031,290900,1.5,97.6,0.4,17031290900
Census Tract 2912; Cook County; Illinois,1312,1,1257,54,17,031,291200,0.1,95.8,4.1,17031291200
Census Tract 2916; Cook County; Illinois,1429,263,145,1021,17,031,291600,18.4,10.1,71.4,17031291600
Census Tract 2922; Cook County; Illinois,2540,72,1889,343,17,031,292200,2.8,74.4,13.5,17031292200
Census Tract 2924; Cook County; Illinois,1765,346,1366,52,17,031,292400,19.6,77.4,2.9,17031292400
Census Tract 2925; Cook County; Illinois,3461,29,2642,590,17,031,292500,0.8,76.3,17.0,17031292500
Census Tract 3005; Cook County; Illinois,3240,148,63,3029,17,031,300500,4.6,1.9,93.5,17031300500
Census Tract 3006; Cook County; Illinois,2844,115,359,2334,17,031,300600,4.0,12.6,82.1,17031300600
Census Tract 3007; Cook County; Illinois,4791,21,0,4545,17,031,300700,0.4,0.0,94.9,17031300700
Census Tract 3008; Cook County; Illinois,4192,57,0,4112,17,031,300800,1.4,0.0,98.1,17031300800
Census Tract 3009; Cook County; Illinois,3937,119,1,3817,17,031,300900,3.0,0.0,97.0,17031300900
Census Tract 3011; Cook County; Illinois,2409,304,95,2010,17,031,301100,12.6,3.9,83.4,17031301100
Census Tract 3012; Cook County; Illinois,5209,335,786,3930,17,031,301200,6.4,15.1,75.4,17031301200
Census Tract 3016; Cook County; Illinois,3247,121,104,2989,17,031,301600,3.7,3.2,92.1,17031301600
Census Tract 3017.01; Cook County; Illinois,4205,409,0,3702,17,031,301701,9.7,0.0,88.0,17031301701
Census Tract 3017.02; Cook County; Illinois,4086,75,0,4011,17,031,301702,1.8,0.0,98.2,17031301702
Census Tract 3018.01; Cook County; Illinois,4086,74,2,4010,17,031,301801,1.8,0.0,98.1,17031301801
Census Tract 3018.02; Cook County; Illinois,2623,78,11,2534,17,031,301802,3.0,0.4,96.6,17031301802
Census Tract 3018.03; Cook County; Illinois,3168,37,0,3131,17,031,301803,1.2,0.0,98.8,17031301803
Census Tract 3102; Cook County; Illinois,1824,647,92,730,17,031,310200,35.5,5.0,40.0,17031310200
Census Tract 3103; Cook County; Illinois,1836,319,54,1399,17,031,310300,17.4,2.9,76.2,17031310300
Census Tract 3104; Cook County; Illinois,1456,334,6,986,17,031,310400,22.9,0.4,67.7,17031310400
Census Tract 3105; Cook County; Illinois,1599,214,12,1362,17,031,310500,13.4,0.8,85.2,17031310500
Census Tract 3106; Cook County; Illinois,5542,1557,116,3364,17,031,310600,28.1,2.1,60.7,17031310600
Census Tract 3107; Cook County; Illinois,1354,254,91,836,17,031,310700,18.8,6.7,61.7,17031310700
Census Tract 3108; Cook County; Illinois,4633,921,15,3392,17,031,310800,19.9,0.3,73.2,17031310800
Census Tract 3109; Cook County; Illinois,4914,894,121,3724,17,031,310900,18.2,2.5,75.8,17031310900
Census Tract 3201.01; Cook County; Illinois,8705,4602,485,890,17,031,320101,52.9,5.6,10.2,17031320101
Census Tract 3201.02; Cook County; Illinois,5429,3180,52,618,17,031,320102,58.6,1.0,11.4,17031320102
Census Tract 3204; Cook County; Illinois,3004,1747,407,252,17,031,320400,58.2,13.5,8.4,17031320400
Census Tract 3206; Cook County; Illinois,6116,3297,630,871,17,031,320600,53.9,10.3,14.2,17031320600
Census Tract 3301.01; Cook County; Illinois,5011,2774,145,465,17,031,330101,55.4,2.9,9.3,17031330101
Census Tract 3301.02; Cook County; Illinois,9617,4418,2569,669,17,031,330102,45.9,26.7,7.0,17031330102
Census Tract 3301.03; Cook County; Illinois,8471,4930,2462,150,17,031,330103,58.2,29.1,1.8,17031330103
Census Tract 3302; Cook County; Illinois,3969,1842,1142,147,17,031,330200,46.4,28.8,3.7,17031330200
Census Tract 3403; Cook County; Illinois,1698,221,0,261,17,031,340300,13.0,0.0,15.4,17031340300
Census Tract 3404; Cook County; Illinois,1630,401,123,64,17,031,340400,24.6,7.5,3.9,17031340400
Census Tract 3405; Cook County; Illinois,1558,729,94,132,17,031,340500,46.8,6.0,8.5,17031340500
Census Tract 3406; Cook County; Illinois,1317,92,1083,0,17,031,340600,7.0,82.2,0.0,17031340600
Census Tract 3501; Cook County; Illinois,2439,152,714,0,17,031,350100,6.2,29.3,0.0,17031350100
Census Tract 3504; Cook County; Illinois,1777,9,1681,87,17,031,350400,0.5,94.6,4.9,17031350400
Census Tract 3510; Cook County; Illinois,3526,123,2775,180,17,031,351000,3.5,78.7,5.1,17031351000
Census Tract 3511; Cook County; Illinois,2160,0,1871,224,17,031,351100,0.0,86.6,10.4,17031351100
Census Tract 3514; Cook County; Illinois,1569,118,1095,198,17,031,351400,7.5,69.8,12.6,17031351400
Census Tract 3515; Cook County; Illinois,946,121,629,76,17,031,351500,12.8,66.5,8.0,17031351500
Census Tract 3602; Cook County; Illinois,1672,0,1633,0,17,031,360200,0.0,97.7,0.0,17031360200
Census Tract 3801; Cook County; Illinois,1928,30,1789,38,17,031,380100,1.6,92.8,2.0,17031380100
Census Tract 3802; Cook County; Illinois,1723,150,1437,18,17,031,380200,8.7,83.4,1.0,17031380200
Census Tract 3806; Cook County; Illinois,4025,451,3300,132,17,031,380600,11.2,82.0,3.3,17031380600
Census Tract 3812; Cook County; Illinois,1906,55,1783,0,17,031,381200,2.9,93.5,0.0,17031381200
Census Tract 3814; Cook County; Illinois,1615,23,1358,145,17,031,381400,1.4,84.1,9.0,17031381400
Census Tract 3815; Cook County; Illinois,670,12,632,0,17,031,381500,1.8,94.3,0.0,17031381500
Census Tract 3817; Cook County; Illinois,0,0,0,0,17,031,381700,,,,17031381700
Census Tract 3818; Cook County; Illinois,1483,89,1281,35,17,031,381800,6.0,86.4,2.4,17031381800
Census Tract 3819; Cook County; Illinois,1348,124,1155,33,17,031,381900,9.2,85.7,2.4,17031381900
Census Tract 3901; Cook County; Illinois,1854,162,1424,84,17,031,390100,8.7,76.8,4.5,17031390100
Census Tract 3902; Cook County; Illinois,2178,328,1388,91,17,031,390200,15.1,63.7,4.2,17031390200
Census Tract 3903; Cook County; Illinois,2664,286,2222,47,17,031,390300,10.7,83.4,1.8,17031390300
Census Tract 3904; Cook County; Illinois,2289,127,2032,39,17,031,390400,5.5,88.8,1.7,17031390400
Census Tract 3905; Cook County; Illinois,1766,444,1010,117,17,031,390500,25.1,57.2,6.6,17031390500
Census Tract 3906; Cook County; Illinois,1824,783,838,22,17,031,390600,42.9,45.9,1.2,17031390600
Census Tract 3907; Cook County; Illinois,6062,1743,3224,45,17,031,390700,28.8,53.2,0.7,17031390700
Census Tract 4003; Cook County; Illinois,1361,50,1193,90,17,031,400300,3.7,87.7,6.6,17031400300
Census Tract 4004; Cook County; Illinois,2204,54,2017,31,17,031,400400,2.5,91.5,1.4,17031400400
Census Tract 4005; Cook County; Illinois,2634,55,2541,38,17,031,400500,2.1,96.5,1.4,17031400500
Census Tract 4008; Cook County; Illinois,2768,0,2744,0,17,031,400800,0.0,99.1,0.0,17031400800
Census Tract 4101; Cook County; Illinois,2251,753,929,96,17,031,410100,33.5,41.3,4.3,17031410100
Census Tract 4102; Cook County; Illinois,1281,516,374,182,17,031,410200,40.3,29.2,14.2,17031410200
Census Tract 4105; Cook County; Illinois,3405,727,1719,219,17,031,410500,21.4,50.5,6.4,17031410500
Census Tract 4106; Cook County; Illinois,2249,1107,408,253,17,031,410600,49.2,18.1,11.2,17031410600
Census Tract 4107; Cook County; Illinois,2541,1243,553,170,17,031,410700,48.9,21.8,6.7,17031410700
Census Tract 4108; Cook County; Illinois,2890,1307,562,263,17,031,410800,45.2,19.4,9.1,17031410800
Census Tract 4109; Cook County; Illinois,3527,1951,796,277,17,031,410900,55.3,22.6,7.9,17031410900
Census Tract 4110; Cook County; Illinois,3931,1639,1270,199,17,031,411000,41.7,32.3,5.1,17031411000
Census Tract 4111; Cook County; Illinois,2388,1381,102,110,17,031,411100,57.8,4.3,4.6,17031411100
Census Tract 4112; Cook County; Illinois,1643,1012,105,106,17,031,411200,61.6,6.4,6.5,17031411200
Census Tract 4201; Cook County; Illinois,1629,34,1500,42,17,031,420100,2.1,92.1,2.6,17031420100
Census Tract 4202; Cook County; Illinois,1796,381,1126,64,17,031,420200,21.2,62.7,3.6,17031420200
Census Tract 4203; Cook County; Illinois,2495,958,789,175,17,031,420300,38.4,31.6,7.0,17031420300
Census Tract 4204; Cook County; Illinois,1327,273,604,208,17,031,420400,20.6,45.5,15.7,17031420400
Census Tract 4205; Cook County; Illinois,2040,20,1978,33,17,031,420500,1.0,97.0,1.6,17031420500
Census Tract 4206; Cook County; Illinois,2663,60,2339,17,17,031,420600,2.3,87.8,0.6,17031420600
Census Tract 4207; Cook County; Illinois,2274,3,2126,53,17,031,420700,0.1,93.5,2.3,17031420700
Census Tract 4208; Cook County; Illinois,2322,93,2044,0,17,031,420800,4.0,88.0,0.0,17031420800
Census Tract 4212; Cook County; Illinois,1986,4,1891,6,17,031,421200,0.2,95.2,0.3,17031421200
Census Tract 4301.01; Cook County; Illinois,3468,11,3336,95,17,031,430101,0.3,96.2,2.7,17031430101
Census Tract 4301.02; Cook County; Illinois,3542,137,3189,63,17,031,430102,3.9,90.0,1.8,17031430102
Census Tract 4302; Cook County; Illinois,5455,298,4761,279,17,031,430200,5.5,87.3,5.1,17031430200
Census Tract 4303; Cook County; Illinois,2611,47,2498,65,17,031,430300,1.8,95.7,2.5,17031430300
Census Tract 4304; Cook County; Illinois,2999,106,2693,60,17,031,430400,3.5,89.8,2.0,17031430400
Census Tract 4305; Cook County; Illinois,3882,12,3760,49,17,031,430500,0.3,96.9,1.3,17031430500
Census Tract 4306; Cook County; Illinois,2218,19,2021,77,17,031,430600,0.9,91.1,3.5,17031430600
Census Tract 4307; Cook County; Illinois,2256,104,2078,65,17,031,430700,4.6,92.1,2.9,17031430700
Census Tract 4308; Cook County; Illinois,2016,0,1988,28,17,031,430800,0.0,98.6,1.4,17031430800
Census Tract 4309; Cook County; Illinois,1681,11,1642,0,17,031,430900,0.7,97.7,0.0,17031430900
Census Tract 4312; Cook County; Illinois,2399,15,2351,0,17,031,431200,0.6,98.0,0.0,17031431200
Census Tract 4313.01; Cook County; Illinois,3555,168,3274,55,17,031,431301,4.7,92.1,1.5,17031431301
Census Tract 4313.02; Cook County; Illinois,3788,51,3201,536,17,031,431302,1.3,84.5,14.1,17031431302
Census Tract 4314; Cook County; Illinois,7565,408,6677,271,17,031,431400,5.4,88.3,3.6,17031431400
Census Tract 4401.01; Cook County; Illinois,3986,3,3823,30,17,031,440101,0.1,95.9,0.8,17031440101
Census Tract 4401.02; Cook County; Illinois,3320,41,3224,26,17,031,440102,1.2,97.1,0.8,17031440102
Census Tract 4402.01; Cook County; Illinois,6096,0,6001,0,17,031,440201,0.0,98.4,0.0,17031440201
Census Tract 4402.02; Cook County; Illinois,2763,20,2613,37,17,031,440202,0.7,94.6,1.3,17031440202
Census Tract 4403; Cook County; Illinois,4650,1,4197,291,17,031,440300,0.0,90.3,6.3,17031440300
Census Tract 4406; Cook County; Illinois,1612,9,1530,65,17,031,440600,0.6,94.9,4.0,17031440600
Census Tract 4407; Cook County; Illinois,1453,0,1238,215,17,031,440700,0.0,85.2,14.8,17031440700
Census Tract 4408; Cook County; Illinois,1877,0,1804,46,17,031,440800,0.0,96.1,2.5,17031440800
Census Tract 4409; Cook County; Illinois,2377,225,2129,0,17,031,440900,9.5,89.6,0.0,17031440900
Census Tract 4503; Cook County; Illinois,3461,24,3305,0,17,031,450300,0.7,95.5,0.0,17031450300
Census Tract 4601; Cook County; Illinois,2650,149,2073,266,17,031,460100,5.6,78.2,10.0,17031460100
Census Tract 4602; Cook County; Illinois,1880,51,719,1100,17,031,460200,2.7,38.2,58.5,17031460200
Census Tract 4603.01; Cook County; Illinois,3189,53,2137,944,17,031,460301,1.7,67.0,29.6,17031460301
Census Tract 4603.02; Cook County; Illinois,4212,261,3447,156,17,031,460302,6.2,81.8,3.7,17031460302
Census Tract 4604; Cook County; Illinois,3682,27,3524,0,17,031,460400,0.7,95.7,0.0,17031460400
Census Tract 4605; Cook County; Illinois,6284,333,5934,0,17,031,460500,5.3,94.4,0.0,17031460500
Census Tract 4608; Cook County; Illinois,4376,33,2783,1543,17,031,460800,0.8,63.6,35.3,17031460800
Census Tract 4610; Cook County; Illinois,1346,68,856,403,17,031,461000,5.1,63.6,29.9,17031461000
Census Tract 4701; Cook County; Illinois,2246,40,2022,109,17,031,470100,1.8,90.0,4.9,17031470100
Census Tract 4801; Cook County; Illinois,2161,0,2127,6,17,031,480100,0.0,98.4,0.3,17031480100
Census Tract 4802; Cook County; Illinois,1057,0,964,45,17,031,480200,0.0,91.2,4.3,17031480200
Census Tract 4803; Cook County; Illinois,1131,4,1051,63,17,031,480300,0.4,92.9,5.6,17031480300
Census Tract 4804; Cook County; Illinois,5013,0,4961,24,17,031,480400,0.0,99.0,0.5,17031480400
Census Tract 4805; Cook County; Illinois,2725,24,2301,360,17,031,480500,0.9,84.4,13.2,17031480500
Census Tract 4902; Cook County; Illinois,2944,83,2704,12,17,031,490200,2.8,91.8,0.4,17031490200
Census Tract 4905; Cook County; Illinois,1775,67,1664,13,17,031,490500,3.8,93.7,0.7,17031490500
Census Tract 4906; Cook County; Illinois,1446,154,1241,36,17,031,490600,10.7,85.8,2.5,17031490600
Census Tract 4907; Cook County; Illinois,2459,5,2368,69,17,031,490700,0.2,96.3,2.8,17031490700
Census Tract 4908; Cook County; Illinois,3705,51,3568,35,17,031,490800,1.4,96.3,0.9,17031490800
Census Tract 4909.01; Cook County; Illinois,3084,0,3084,0,17,031,490901,0.0,100.0,0.0,17031490901
Census Tract 4909.02; Cook County; Illinois,4697,0,4458,201,17,031,490902,0.0,94.9,4.3,17031490902
Census Tract 4910; Cook County; Illinois,3417,1,3303,89,17,031,491000,0.0,96.7,2.6,17031491000
Census Tract 4911; Cook County; Illinois,4205,64,3929,80,17,031,491100,1.5,93.4,1.9,17031491100
Census Tract 4912; Cook County; Illinois,1932,77,1689,127,17,031,491200,4.0,87.4,6.6,17031491200
Census Tract 4913; Cook County; Illinois,2131,10,2103,18,17,031,491300,0.5,98.7,0.8,17031491300
Census Tract 4914; Cook County; Illinois,2541,16,2338,20,17,031,491400,0.6,92.0,0.8,17031491400
Census Tract 5001; Cook County; Illinois,3231,44,3128,59,17,031,500100,1.4,96.8,1.8,17031500100
Census Tract 5002; Cook County; Illinois,1831,39,1563,100,17,031,500200,2.1,85.4,5.5,17031500200
Census Tract 5003; Cook County; Illinois,1794,765,570,400,17,031,500300,42.6,31.8,22.3,17031500300
Census Tract 5101; Cook County; Illinois,3639,365,438,2834,17,031,510100,10.0,12.0,77.9,17031510100
Census Tract 5102; Cook County; Illinois,3714,225,2687,801,17,031,510200,6.1,72.3,21.6,17031510200
Census Tract 5103; Cook County; Illinois,4640,34,4606,0,17,031,510300,0.7,99.3,0.0,17031510300
Census Tract 5201; Cook County; Illinois,2062,121,0,1932,17,031,520100,5.9,0.0,93.7,17031520100
Census Tract 5202; Cook County; Illinois,3652,334,42,3208,17,031,520200,9.1,1.2,87.8,17031520200
Census Tract 5203; Cook County; Illinois,5925,556,115,5234,17,031,520300,9.4,1.9,88.3,17031520300
Census Tract 5204; Cook County; Illinois,4393,490,74,3803,17,031,520400,11.2,1.7,86.6,17031520400
Census Tract 5205; Cook County; Illinois,5171,884,20,4163,17,031,520500,17.1,0.4,80.5,17031520500
Census Tract 5206; Cook County; Illinois,2739,288,0,2451,17,031,520600,10.5,0.0,89.5,17031520600
Census Tract 5301; Cook County; Illinois,1915,11,819,950,17,031,530100,0.6,42.8,49.6,17031530100
Census Tract 5302; Cook County; Illinois,4358,157,3577,587,17,031,530200,3.6,82.1,13.5,17031530200
Census Tract 5303; Cook County; Illinois,3484,20,3336,0,17,031,530300,0.6,95.8,0.0,17031530300
Census Tract 5304; Cook County; Illinois,2356,49,2178,82,17,031,530400,2.1,92.4,3.5,17031530400
